Song,Album,Album Release Date,Artist Names,Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank,Song Length(ms),Spotify Link,Song Image,Spotify URI,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Key,Mode,Time Signature
Too Fat To Fly,Too Fat To Fly,2011-03-11,['Roger Alan Wade'],"['outlaw country', 'chattanooga indie']",1947,18,102160,https://open.spotify.com/track/54JQWhbv1i6OcIci1sABh6,https://i.scdn.co/image/ab67616d00001e0292a0bd0a8d499f158c0a33a6,spotify:track:54JQWhbv1i6OcIci1sABh6,39,0.311,0.715,0.618,0.0,0.0933,-6.119,0.0391,94.403,0.846,0,0,4
"I Wonder, I Wonder, I Wonder",The Best Of The Mercury Years,1996-01-01,['Eddy Howard'],['british dance band'],1947,19,183400,https://open.spotify.com/track/7vTpQ52Y6Pgu5E7YAhe7Wj,https://i.scdn.co/image/ab67616d00001e02fd29e53482aed8a23e067100,spotify:track:7vTpQ52Y6Pgu5E7YAhe7Wj,15,0.87,0.649,0.0542,8.24e-06,0.0817,-18.471,0.0457,89.174,0.412,0,1,4
My Adobe Hacienda,The Best Of The Mercury Years,1996-01-01,['Eddy Howard'],['british dance band'],1947,19,175800,https://open.spotify.com/track/5R4okhfleSI3jbqOJfarc1,https://i.scdn.co/image/ab67616d00001e02fd29e53482aed8a23e067100,spotify:track:5R4okhfleSI3jbqOJfarc1,3,0.849,0.658,0.165,0.0,0.0796,-13.791,0.0362,77.499,0.568,3,1,4
Huggin' and Chalkin',"The Complete Early Masters (Doxy Collection, Restored, Remastered)",2015-05-19,['Hoagy Carmichael'],"['vintage jazz', 'tin pan alley']",1947,20,161173,https://open.spotify.com/track/4kEgUCxcdp8f6kSGLbi7oZ,https://i.scdn.co/image/ab67616d00001e02759416e81ef7fd35d18fb14b,spotify:track:4kEgUCxcdp8f6kSGLbi7oZ,6,0.963,0.642,0.275,0.00033,0.302,-13.626,0.0747,143.407,0.934,8,1,4
(I Love You) For Sentimental Reasons,Unforgettable,1954-01-01,['Nat King Cole Trio'],"['swing', 'adult standards', 'lounge', 'vocal jazz']",1947,21,172666,https://open.spotify.com/track/5pwrRrUj38H0Ouj68n34JS,https://i.scdn.co/image/ab67616d00001e02fdd261528e3590ac36bb85f0,spotify:track:5pwrRrUj38H0Ouj68n34JS,33,0.981,0.49,0.101,0.00946,0.112,-16.229,0.0364,73.797,0.295,1,1,3
Ole Buttermilk Sky,Hoagy Carmichael,2022-03-31,['Hoagy Carmichael Trio'],[],1947,21,159204,https://open.spotify.com/track/4o4LCrYR4wqzkpZbR7xpLy,https://i.scdn.co/image/ab67616d00001e023657ac1fdccf3353248f2216,spotify:track:4o4LCrYR4wqzkpZbR7xpLy,0,0.973,0.409,0.225,0.318,0.13,-11.331,0.0504,174.458,0.731,2,1,4
If I Loved You,Imagination,1982,['Dick Haymes'],"['swing', 'deep adult standards', 'british dance band']",1947,22,119840,https://open.spotify.com/track/1938FeAi8kI7w9TpbgQWgP,https://i.scdn.co/image/ab67616d00001e028e71eb4be67203cf16342418,spotify:track:1938FeAi8kI7w9TpbgQWgP,55,0.98,0.0,0.214,0.916,0.12,-18.376,0.0,0.0,0.0,10,0,0
You Do,Presenting Vaughn Monroe,1949-12-03,['Vaughn Monroe'],"['swing', 'vaudeville', 'deep adult standards', 'british dance band']",1947,22,189300,https://open.spotify.com/track/7BPhiu9JdAYXVZ442UUk1M,https://i.scdn.co/image/ab67616d00001e02e8f1be013a333a3545850997,spotify:track:7BPhiu9JdAYXVZ442UUk1M,5,0.96,0.208,0.236,0.77,0.352,-12.09,0.0296,80.488,0.287,9,1,4
Seems Like Old Times,Enjoy Yourself: The Hits Of Guy Lombardo,1996-10-22,['Guy Lombardo'],"['vaudeville', 'big band', 'tin pan alley', 'swing', 'british dance band']",1947,23,178200,https://open.spotify.com/track/4gLp1QM0LomU29ygOpKy3b,https://i.scdn.co/image/ab67616d00001e023ac55e43d3840cc10857ea37,spotify:track:4gLp1QM0LomU29ygOpKy3b,40,0.902,0.745,0.206,1.62e-06,0.0729,-13.458,0.0394,122.44,0.542,2,0,4
Laughing on the Outside (Crying on the Inside),16 Most Requested Songs: Encore!,1995-05-16,['Dinah Shore'],"['adult standards', 'torch song', 'easy listening', 'vocal jazz']",1947,24,186960,https://open.spotify.com/track/2RG22MnkRzrPNAyc0eFn8w,https://i.scdn.co/image/ab67616d00001e02642daf2a1868773492e7c67f,spotify:track:2RG22MnkRzrPNAyc0eFn8w,31,0.92,0.414,0.148,1.36e-06,0.202,-13.059,0.0387,65.673,0.289,7,0,4
White Christmas,Holiday Inn (Original Motion Picture Soundtrack),1942-01-01,"['Bing Crosby', 'Ken Darby Singers', 'John Scott Trotter & His Orchestra']","['light music', 'adult standards', 'lounge', 'easy listening']",1947,24,177480,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW,https://i.scdn.co/image/ab67616d00001e02481bb0db1e8bd0c7104368a4,spotify:track:4so0Wek9Ig1p6CRCHuINwW,49,0.673,0.317,0.158,0.353,0.338,-16.485,0.0381,130.503,0.247,9,1,3
Across The Alley From The Alamo,The Anthology: 1931 - 1968,1995-01-01,['The Mills Brothers'],"['vocal harmony group', 'swing']",1947,25,150373,https://open.spotify.com/track/0IQESxrjHhP5GtTyW1SJOY,https://i.scdn.co/image/ab67616d00001e02e21cd5d12683344fd6c48c17,spotify:track:0IQESxrjHhP5GtTyW1SJOY,25,0.906,0.788,0.17,0.0,0.145,-14.957,0.0633,140.96,0.708,6,1,1
"Civilization (Bongo, Bongo, Bongo) - Single Version",The Very Best Of Danny Kaye,1987-01-01,"['Danny Kaye', 'The Andrews Sisters', 'Vic Schoen & His Orchestra']","['music hall', 'torch song', 'big band', 'vocal harmony group', 'adult standards', 'swing', 'lounge', 'comic']",1947,26,182040,https://open.spotify.com/track/7u9eQXm4pzbvNLRyDegMOl,https://i.scdn.co/image/ab67616d00001e025663b0bd97aa3b87cd1f669d,spotify:track:7u9eQXm4pzbvNLRyDegMOl,49,0.648,0.628,0.282,0.0,0.0974,-12.768,0.316,155.098,0.874,8,1,4
The Old Lamp-Lighter,The Best Of Kay Kyser and His Orchestra,2000-05-09,['Kay Kyser & His Orchestra'],"[""man's orchestra""]",1947,27,199160,https://open.spotify.com/track/0sJqdV5n24uO4AdeQsY7k7,https://i.scdn.co/image/ab67616d00001e02fa9fab792e87b717952b001a,spotify:track:0sJqdV5n24uO4AdeQsY7k7,0,0.993,0.24,0.0675,0.000464,0.119,-17.702,0.0344,82.782,0.228,5,1,4
Open The Door,Trax 9 Future beats,2014-11-14,['FKJ'],"['filter house', 'indie soul']",1947,28,312073,https://open.spotify.com/track/6Mdu5Su2VYBAsDDVPUAMXE,https://i.scdn.co/image/ab67616d00001e02a63c57fc57e3f2151cf9099d,spotify:track:6Mdu5Su2VYBAsDDVPUAMXE,50,0.0976,0.689,0.661,0.536,0.223,-6.603,0.047,106.953,0.245,9,0,4
Peg o' My Heart,Peg O' My Heart & Other Hits,2023-02-03,['Art Lund'],[],1947,28,152040,https://open.spotify.com/track/2QC2q838vdt5wL9qlnEl7S,https://i.scdn.co/image/ab67616d00001e02131518ca8c4d0ef16fec367c,spotify:track:2QC2q838vdt5wL9qlnEl7S,1,0.854,0.224,0.307,0.0165,0.312,-9.754,0.0312,74.959,0.423,3,1,4
You Do,The Complete Capitol Hits Of Margaret Whiting,1999-01-01,['Margaret Whiting'],['torch song'],1947,28,169000,https://open.spotify.com/track/2G6hkhDh4Q6n6mVFmET8eG,https://i.scdn.co/image/ab67616d00001e02a781ded62d56b5e4948d7004,spotify:track:2G6hkhDh4Q6n6mVFmET8eG,15,0.957,0.264,0.139,0.0598,0.0773,-15.733,0.0325,85.444,0.319,5,1,4
Feudin' And Fightin',"Coming 'Round the Mountain, The Park Avenue Hillbilly",2010-11-01,['Dorothy Shay The Park Avenue Hill Billie'],[],1947,29,161482,https://open.spotify.com/track/7lWQNJSh7sMr6KMDfRHFSG,https://i.scdn.co/image/ab67616d00001e02bb34016ebcc29dcba94cfd50,spotify:track:7lWQNJSh7sMr6KMDfRHFSG,3,0.987,0.761,0.0443,0.0122,0.121,-26.583,0.0607,102.96,0.71,7,1,4
Blue Bayou,Simple Dreams,1977,['Linda Ronstadt'],"['soft rock', 'folk', 'singer-songwriter', 'country rock', 'mellow gold', 'heartland rock', 'folk rock']",1947,30,239399,https://open.spotify.com/track/3zxklD2EGecZre9MjEEvIU,https://i.scdn.co/image/ab67616d00001e0282fde014acedf91cc99e0d69,spotify:track:3zxklD2EGecZre9MjEEvIU,65,0.739,0.732,0.161,0.000379,0.105,-12.817,0.0306,95.21,0.5,11,1,4
A Wonderful Guy,Tex Beneke And His Music In The Miller Mood,2004,['Tex Beneke'],"['swing', 'big band', 'jazz saxophone']",1947,31,115696,https://open.spotify.com/track/7DKjnQH7yeCUPXX88Hh12p,https://i.scdn.co/image/ab67616d00001e027c705a56add607b1b6d910ea,spotify:track:7DKjnQH7yeCUPXX88Hh12p,50,0.891,0.404,0.182,0.000429,0.0732,-13.295,0.069,204.163,0.842,1,1,3
"Managua, Nicaragua",Enjoy Yourself: The Hits Of Guy Lombardo,1996-10-22,['Guy Lombardo'],"['vaudeville', 'big band', 'tin pan alley', 'swing', 'british dance band']",1947,31,187640,https://open.spotify.com/track/15g0U9M7uLoUP8PeAr7Wy5,https://i.scdn.co/image/ab67616d00001e023ac55e43d3840cc10857ea37,spotify:track:15g0U9M7uLoUP8PeAr7Wy5,14,0.877,0.728,0.42,2.51e-05,0.326,-11.378,0.083,141.116,0.925,3,1,4
How Soon,Time On My Hands,2000,['Vaughn Monroe'],"['swing', 'vaudeville', 'deep adult standards', 'british dance band']",1947,32,187200,https://open.spotify.com/track/4mdfDWIokdpXlKlYQug2Qu,https://i.scdn.co/image/ab67616d00001e02dcae4144a7683b7c5139c33c,spotify:track:4mdfDWIokdpXlKlYQug2Qu,3,0.952,0.285,0.174,0.778,0.231,-19.877,0.0349,65.254,0.306,10,1,5
The Whiffenpoof Song,Crosby Classics (Songs From His Famous Radio Broadcasts),2008-01-01,"['Bing Crosby', 'John Scott Trotter & His Orchestra', 'The Charioteers', 'The Rhythmaires']","['vocal harmony group', 'adult standards', 'easy listening', 'light music', 'lounge']",1947,32,172000,https://open.spotify.com/track/4qmdAzgXiZMQdPyBjhLSy3,https://i.scdn.co/image/ab67616d00001e0206a3579c60daa638a161d453,spotify:track:4qmdAzgXiZMQdPyBjhLSy3,10,0.993,0.28,0.0819,0.0249,0.115,-14.272,0.0436,76.752,0.248,10,1,1
"Open The Door, Richard",Savoy Chart Busters,2003-01-01,['Dusty Fletcher'],['novelty'],1947,33,360533,https://open.spotify.com/track/4ibZDEo0rkxJDbk2dHK8qO,https://i.scdn.co/image/ab67616d00001e02039db1890a8251ea792bd80b,spotify:track:4ibZDEo0rkxJDbk2dHK8qO,8,0.795,0.738,0.328,0.0,0.149,-11.756,0.421,123.264,0.503,7,0,4
(I Love You) For Sentimental Reasons,The Best Of The Mercury Years,1996-01-01,['Eddy Howard'],['british dance band'],1947,34,191893,https://open.spotify.com/track/5R6UdXyTP6hqLX7eD42Fgx,https://i.scdn.co/image/ab67616d00001e02fd29e53482aed8a23e067100,spotify:track:5R6UdXyTP6hqLX7eD42Fgx,11,0.978,0.335,0.0319,0.118,0.126,-18.605,0.0383,130.98,0.113,5,1,1
Golden Earrings,The Best Of Miss Peggy Lee,1998-01-01,['Peggy Lee'],"['adult standards', 'torch song', 'vocal jazz']",1947,35,181066,https://open.spotify.com/track/0rcHLnBQzzGrbt2cbbYZiO,https://i.scdn.co/image/ab67616d00001e02b30cdc4b7a1630bde8c919c6,spotify:track:0rcHLnBQzzGrbt2cbbYZiO,17,0.561,0.378,0.179,0.000914,0.118,-14.591,0.0311,177.137,0.459,2,1,4
Ole Buttermilk Sky,The Best Of Kay Kyser and His Orchestra,2000-05-09,['Kay Kyser & His Orchestra'],"[""man's orchestra""]",1947,35,177506,https://open.spotify.com/track/1M2NFzR0gAeDt8yIHuqlaQ,https://i.scdn.co/image/ab67616d00001e02fa9fab792e87b717952b001a,spotify:track:1M2NFzR0gAeDt8yIHuqlaQ,20,0.975,0.572,0.184,7.29e-05,0.159,-14.434,0.0438,168.596,0.829,0,1,4
Twelfth Street Rag,Dixie Hits Con...,2014-04-14,['Pee Wee Hunt'],['jazz trombone'],1948,1,174026,https://open.spotify.com/track/0Ec85AbUzt5SRDnsiBodml,https://i.scdn.co/image/ab67616d00001e0257dc0b281f13101316fca1d8,spotify:track:0Ec85AbUzt5SRDnsiBodml,19,0.551,0.53,0.57,0.911,0.102,-7.942,0.0559,105.621,0.943,10,1,4
Manana (Is Soon Enough For Me),The Best Of Miss Peggy Lee,1998-01-01,['Peggy Lee'],"['adult standards', 'torch song', 'vocal jazz']",1948,2,178733,https://open.spotify.com/track/3baBjQISAznjkg8WwzipPM,https://i.scdn.co/image/ab67616d00001e02b30cdc4b7a1630bde8c919c6,spotify:track:3baBjQISAznjkg8WwzipPM,22,0.36,0.751,0.566,0.0,0.272,-13.624,0.102,122.282,0.935,2,0,4
Now Is The Hour (Maori Farewell Song) - Single Version,Bing-His Legendary Years 1931-1957,1993-01-01,['Bing Crosby'],"['adult standards', 'lounge', 'easy listening']",1948,3,189293,https://open.spotify.com/track/5eKva6ek6QTxwtYAioGWqX,https://i.scdn.co/image/ab67616d00001e02f2d081693e25cc52d620802f,spotify:track:5eKva6ek6QTxwtYAioGWqX,15,0.994,0.193,0.0465,0.0427,0.0993,-21.226,0.0326,83.573,0.244,1,1,3
A Tree In The Meadow - Remastered 1990,Love Songs By,1954-01-01,['Margaret Whiting'],['torch song'],1948,4,154400,https://open.spotify.com/track/4RKMHiQ1sQCJVcPEbqcXR2,https://i.scdn.co/image/ab67616d00001e021c56aa1ba4c4eeba9d1bce62,spotify:track:4RKMHiQ1sQCJVcPEbqcXR2,22,0.868,0.246,0.222,0.0,0.261,-10.077,0.0281,98.959,0.217,5,1,4
My Happiness (feat. Fiona Prine),"For Better, Or Worse",2016-09-30,"['John Prine', 'Fiona Prine']","['new americana', 'roots rock', 'folk', 'singer-songwriter']",1948,5,175334,https://open.spotify.com/track/0IxA2nFzbC3yvUKcDTcyqM,https://i.scdn.co/image/ab67616d00001e02cbcee66e4452aa833f2520b5,spotify:track:0IxA2nFzbC3yvUKcDTcyqM,39,0.921,0.7,0.252,2.89e-05,0.117,-14.384,0.0308,97.51,0.552,5,1,4
"You Can't Be True, Dear",It Had to Be You,2013-02-12,['Ken Griffin'],[],1948,6,157813,https://open.spotify.com/track/13J3nj3RP6YjcG6bgFD9gj,https://i.scdn.co/image/ab67616d00001e0234faf7c3ccd9774c53565750,spotify:track:13J3nj3RP6YjcG6bgFD9gj,4,0.806,0.239,0.293,0.955,0.378,-9.26,0.0346,104.71,0.44,0,1,4
Little White Lies,Rain Or Shine,1955-12-28,['Dick Haymes'],"['swing', 'deep adult standards', 'british dance band']",1948,7,155373,https://open.spotify.com/track/7dY8rGcdOeo2RFj0OJbuJ9,https://i.scdn.co/image/ab67616d00001e02b9fbc748d6418ca3f1c03092,spotify:track:7dY8rGcdOeo2RFj0OJbuJ9,11,0.969,0.498,0.0664,0.0828,0.118,-17.743,0.0391,114.416,0.165,3,1,4
You Call Everybody Darling - 1948 Single Version,Their Greatest Hits And Finest Performances,1996-01-01,['The Andrews Sisters'],"['vocal harmony group', 'swing', 'adult standards', 'torch song']",1948,8,145493,https://open.spotify.com/track/54hYO9rwrxMNTKE6jlKXrV,https://i.scdn.co/image/ab67616d00001e025dce3390d208e9ad03c3632d,spotify:track:54hYO9rwrxMNTKE6jlKXrV,31,0.793,0.601,0.3,0.0,0.321,-11.951,0.0715,173.047,0.827,8,1,4
My Happiness,What is This Thing Called Love?,1942-06-20,['The Pied Pipers'],['vocal harmony group'],1948,9,165461,https://open.spotify.com/track/4HLYTkGtaXGcozWywPlBZP,https://i.scdn.co/image/ab67616d00001e020343f053ee05ce219f6c7ad3,spotify:track:4HLYTkGtaXGcozWywPlBZP,23,0.934,0.337,0.126,0.0,0.122,-11.277,0.0318,168.193,0.2,10,1,4
I'm Looking Over A Four Leaf Clover (Jazz Samba),Desafinado,1997-01-01,['Coleman Hawkins'],"['jazz', 'jazz saxophone', 'bebop']",1948,10,173160,https://open.spotify.com/track/1wqrfKgBPtCHITqSwwXcxf,https://i.scdn.co/image/ab67616d00001e0211d73b1e57790b5f47b144cc,spotify:track:1wqrfKgBPtCHITqSwwXcxf,43,0.761,0.618,0.195,0.0363,0.0744,-16.262,0.142,84.605,0.812,5,1,4
It's Magic (with George Sirava and His Orchestra) - Version 1 - Take 6,Golden Girl (The Columbia Recordings 1944-1966),1945,"['Doris Day', 'George Sirava and His Orchestra']","['adult standards', 'lounge', 'easy listening', 'vocal jazz']",1948,11,208400,https://open.spotify.com/track/0KCac2Oyqfi1kKyhrCJhPl,https://i.scdn.co/image/ab67616d00001e02f2ee02ef38c965d5ebe540fa,spotify:track:0KCac2Oyqfi1kKyhrCJhPl,30,0.912,0.332,0.0714,3.67e-05,0.129,-15.69,0.0352,81.374,0.149,5,1,5
Maybe Your Baby,Talking Book,1972-10-28,['Stevie Wonder'],"['motown', 'soul']",1948,12,410533,https://open.spotify.com/track/0x3jYUWbnbygky6JSnoSpX,https://i.scdn.co/image/ab67616d00001e02a14b08b9a6616e121df5e8b0,spotify:track:0x3jYUWbnbygky6JSnoSpX,42,0.209,0.5,0.446,9.28e-06,0.256,-13.55,0.0652,92.513,0.64,1,1,4
Dance Ballerina Dance,Presenting Vaughn Monroe,1949-12-03,['Vaughn Monroe'],"['swing', 'vaudeville', 'deep adult standards', 'british dance band']",1948,13,208053,https://open.spotify.com/track/4Yuug0cnC1XHjAyLe11yUq,https://i.scdn.co/image/ab67616d00001e02e8f1be013a333a3545850997,spotify:track:4Yuug0cnC1XHjAyLe11yUq,21,0.972,0.551,0.379,0.921,0.295,-11.712,0.0606,121.965,0.812,9,1,4
Nature Boy,The Nat King Cole Story,1991-01-01,['Nat King Cole'],"['adult standards', 'swing', 'vocal jazz', 'lounge', 'soul']",1948,14,173533,https://open.spotify.com/track/2WMyu5IYgxEuCd6xgFgJrl,https://i.scdn.co/image/ab67616d00001e02deac5adf07affb5fec422701,spotify:track:2WMyu5IYgxEuCd6xgFgJrl,57,0.971,0.203,0.0895,0.0213,0.108,-19.755,0.0404,173.451,0.115,2,0,1
Woody Woodpecker Song,Best Of The Big Bands,1990-06-19,['Kay Kyser & His Orchestra'],"[""man's orchestra""]",1948,15,182506,https://open.spotify.com/track/4a5fzw7uaQJsRX1XFzr3NH,https://i.scdn.co/image/ab67616d00001e0263064a57972c3642ff9ce9fd,spotify:track:4a5fzw7uaQJsRX1XFzr3NH,16,0.886,0.815,0.289,4.35e-05,0.307,-11.656,0.0568,135.347,0.892,0,1,4
Love Somebody,Golden Girl (The Columbia Recordings 1944-1966),1945,"['Doris Day', 'Buddy Clark', 'George Siravo and His Orchesta']","['adult standards', 'lounge', 'easy listening', 'vocal jazz']",1948,16,184240,https://open.spotify.com/track/5xLc3a3UDVKt3FxyxHMZoY,https://i.scdn.co/image/ab67616d00001e02f2ee02ef38c965d5ebe540fa,spotify:track:5xLc3a3UDVKt3FxyxHMZoY,27,0.922,0.779,0.0787,0.0,0.0698,-15.555,0.0654,133.37,0.596,9,1,4
Now Is the Hour,Ultimate Collection,2016-09-12,['Gracie Fields'],"['music hall', 'british dance band']",1948,17,88006,https://open.spotify.com/track/7svekL2otHzhIcsN9mHDRn,https://i.scdn.co/image/ab67616d00001e02f5ef8b73b83c6f7e876eeb23,spotify:track:7svekL2otHzhIcsN9mHDRn,2,0.981,0.507,0.225,0.0,0.973,-21.453,0.264,48.194,0.725,6,1,4
Beg Your Pardon (feat. Maxo Kream),Netflix & Deal,2019-11-22,"['03 Greedo', 'Kenny Beats', 'Maxo Kream']","['indie hip hop', 'melodic rap', 'underground hip hop', 'cali rap', 'trap', 'vapor trap', 'houston rap']",1948,18,158253,https://open.spotify.com/track/4zia8clWmDQUwhy5ecHchP,https://i.scdn.co/image/ab67616d00001e020a185c5a93f1ff12f8dd0beb,spotify:track:4zia8clWmDQUwhy5ecHchP,30,0.103,0.762,0.741,0.0,0.104,-7.106,0.335,170.075,0.668,1,0,4
"You Can't Be True, Dear",It Had to Be You,2013-02-12,['Ken Griffin'],[],1948,19,157813,https://open.spotify.com/track/13J3nj3RP6YjcG6bgFD9gj,https://i.scdn.co/image/ab67616d00001e0234faf7c3ccd9774c53565750,spotify:track:13J3nj3RP6YjcG6bgFD9gj,4,0.806,0.239,0.293,0.955,0.378,-9.26,0.0346,104.71,0.44,0,1,4
Toolie Oolie Doolie (The Yodel Polka),Their Greatest Hits And Finest Performances,1996-01-01,['The Andrews Sisters'],"['vocal harmony group', 'swing', 'adult standards', 'torch song']",1948,20,171800,https://open.spotify.com/track/19WWVyMNkUIgZZr0aUjH1j,https://i.scdn.co/image/ab67616d00001e025dce3390d208e9ad03c3632d,spotify:track:19WWVyMNkUIgZZr0aUjH1j,11,0.967,0.598,0.0414,1.13e-06,0.0826,-17.279,0.0341,116.366,0.349,10,1,4
Buttons And Bows,"16 Most Requested Songs Of The 1940s, Volume One",1989-06-13,['Dinah Shore'],"['adult standards', 'torch song', 'easy listening', 'vocal jazz']",1948,21,121600,https://open.spotify.com/track/5fnRVoG3VypqQYm8506zU5,https://i.scdn.co/image/ab67616d00001e02207235766c4f06b08449e5f6,spotify:track:5fnRVoG3VypqQYm8506zU5,27,0.926,0.589,0.065,0.0,0.19,-15.9,0.109,178.75,0.839,0,1,4
Golden Earrings,The Best Of Miss Peggy Lee,1998-01-01,['Peggy Lee'],"['adult standards', 'torch song', 'vocal jazz']",1948,22,181066,https://open.spotify.com/track/0rcHLnBQzzGrbt2cbbYZiO,https://i.scdn.co/image/ab67616d00001e02b30cdc4b7a1630bde8c919c6,spotify:track:0rcHLnBQzzGrbt2cbbYZiO,17,0.561,0.378,0.179,0.000914,0.118,-14.591,0.0311,177.137,0.459,2,1,4
Every Time I Close My Eyes (with Kenny G),The Day,1996-10-29,"['Babyface', 'Kenny G']","['r&b', 'contemporary r&b', 'urban contemporary', 'smooth jazz', 'new jack swing', 'smooth saxophone']",1948,23,296266,https://open.spotify.com/track/2ezqQeBiC72gwMJoO4w1hA,https://i.scdn.co/image/ab67616d00001e029943ee0d87becde8aac0a930,spotify:track:2ezqQeBiC72gwMJoO4w1hA,63,0.0624,0.654,0.417,0.0,0.0963,-7.699,0.025,143.676,0.279,5,1,4
Too Fat To Fly,Too Fat To Fly,2011-03-11,['Roger Alan Wade'],"['outlaw country', 'chattanooga indie']",1948,23,102160,https://open.spotify.com/track/54JQWhbv1i6OcIci1sABh6,https://i.scdn.co/image/ab67616d00001e0292a0bd0a8d499f158c0a33a6,spotify:track:54JQWhbv1i6OcIci1sABh6,39,0.311,0.715,0.618,0.0,0.0933,-6.119,0.0391,94.403,0.846,0,0,4
Because,Pure Gold,1975-09-30,['Perry Como'],"['adult standards', 'easy listening']",1948,24,169200,https://open.spotify.com/track/65V86dD697OW0vLs2R4IoR,https://i.scdn.co/image/ab67616d00001e02f59578709fd742ab6a48dccb,spotify:track:65V86dD697OW0vLs2R4IoR,16,0.947,0.291,0.144,0.000144,0.325,-10.46,0.0323,82.984,0.109,8,1,1
My Happiness,Ella: The Legendary Decca Recordings,1995-08-29,['Ella Fitzgerald'],"['jazz', 'jazz blues', 'adult standards', 'swing', 'vocal jazz', 'soul']",1948,24,199133,https://open.spotify.com/track/3kjenZsHz9VzqipcQlhrMJ,https://i.scdn.co/image/ab67616d00001e02807cc4e6a97c1a67c8b69803,spotify:track:3kjenZsHz9VzqipcQlhrMJ,19,0.993,0.269,0.0685,0.0,0.0929,-16.122,0.0323,81.313,0.212,7,1,4
Serenade of Water,Untourable Album,2021-08-25,['Men I Trust'],['indie pop'],1948,25,185660,https://open.spotify.com/track/5tt7O3V5vwf8ltkr1Wgxrf,https://i.scdn.co/image/ab67616d00001e02caa2063da9054f7b4e83f353,spotify:track:5tt7O3V5vwf8ltkr1Wgxrf,59,0.848,0.647,0.414,0.903,0.112,-10.816,0.066,79.503,0.711,8,0,4
Until,At The Fat Man's 1946-48,1993-03-27,['Tommy Dorsey and His Orchestra'],[],1948,26,218173,https://open.spotify.com/track/5x5ZPOGYS0gDw1k9nPZZdR,https://i.scdn.co/image/ab67616d00001e023fa70eebf872fd427633a234,spotify:track:5x5ZPOGYS0gDw1k9nPZZdR,0,0.965,0.312,0.0377,0.385,0.111,-25.424,0.0352,85.77,0.161,1,1,4
William Tell Overture,Greatest Hits,1999,['Spike Jones & His City Slickers'],[],1948,27,194000,https://open.spotify.com/track/2AjSLM07jfrYr2tnsKjXMe,https://i.scdn.co/image/ab67616d00001e028b617466360726b75453aed7,spotify:track:2AjSLM07jfrYr2tnsKjXMe,10,0.935,0.561,0.524,1.91e-06,0.305,-10.234,0.223,96.742,0.607,7,1,4
Beg Your Pardon,Moonlight Cocktail Piano,2011-09-10,['Frankie Carle'],"['space age pop', 'honky-tonk piano']",1948,28,128089,https://open.spotify.com/track/01BPD4t3TkCs3yFwSFcUq7,https://i.scdn.co/image/ab67616d00001e021f85905d3f250372e43a3a97,spotify:track:01BPD4t3TkCs3yFwSFcUq7,2,0.936,0.653,0.427,0.651,0.114,-6.993,0.0314,97.934,0.834,6,1,4
St. Louis Blues March,Stardust,2010-05-31,['Tex Beneke & His Orchestra'],"[""man's orchestra""]",1948,29,216525,https://open.spotify.com/track/7gpi7OGcXd6bMX0hfVIFy0,https://i.scdn.co/image/ab67616d00001e02434ecde58777886da2a0de82,spotify:track:7gpi7OGcXd6bMX0hfVIFy0,4,0.451,0.571,0.255,0.843,0.0757,-18.626,0.056,120.181,0.658,0,1,4
Underneath the Arches,Presenting Flanagan and Allen,1932-03-18,['Flanagan & Allen'],['music hall'],1948,29,181813,https://open.spotify.com/track/6Yl22QS0oMKx5Kls0itKWP,https://i.scdn.co/image/ab67616d00001e0209daf1060d0692cbf2210f94,spotify:track:6Yl22QS0oMKx5Kls0itKWP,22,0.991,0.574,0.138,0.162,0.104,-16.367,0.0398,123.303,0.544,0,1,4
On a Slow Boat to China,The Best Of Kay Kyser and His Orchestra,2000-05-09,['Kay Kyser & His Orchestra'],"[""man's orchestra""]",1948,30,199506,https://open.spotify.com/track/07PHx59vOGb1gdxcrDm1fT,https://i.scdn.co/image/ab67616d00001e02fa9fab792e87b717952b001a,spotify:track:07PHx59vOGb1gdxcrDm1fT,5,0.866,0.487,0.0515,0.000518,0.146,-19.158,0.0523,168.425,0.579,5,1,4
